ops	steps	M	K	N	zone
22829	12722632	199	8	1239	1,1,1,1,1,1,1,1
22844	12742528	199	8	1240	1,1,1,1,1,1,2
22858	12762436	199	8	1241	1,1,1,1,1,1,1,1
22875	12782372	199	8	1242	1,1,1,2,1,2
22889	12802312	199	8	1243	1,1,1,2,1,1,1
22904	12822272	199	8	1244	1,1,1,3,2
22918	12842244	199	8	1245	1,1,1,4,1
22936	12862260	199	8	1246	1,2,5
22950	12882264	199	8	1247	1,2,3,1,1
22965	12902288	199	8	1248	1,2,2,1,2
22979	12922324	199	8	1249	1,2,2,1,1,1
22996	12942388	199	8	1250	1,2,1,1,1,2
23010	12962456	199	8	1251	1,2,1,1,1,1,1
23025	12982544	199	8	1252	1,2,1,1,1,2
23039	13002644	199	8	1253	1,2,1,1,2,1
23055	13022776	199	8	1254	1,2,1,1,3
23069	13042908	199	8	1255	1,2,1,1,1,1,1
23084	13063060	199	8	1256	1,2,1,1,1,2
23098	13083224	199	8	1257	1,2,1,1,1,1,1
23115	13103416	199	8	1258	1,2,1,1,1,2
23129	13123612	199	8	1259	1,2,1,1,1,1,1
23144	13143828	199	8	1260	1,2,1,2,2
23158	13164056	199	8	1261	1,2,1,3,1
23175	13184324	199	8	1262	1,3,4
23189	13204584	199	8	1263	1,3,2,1,1
23204	13224864	199	8	1264	1,3,1,1,2
23218	13245156	199	8	1265	1,3,1,1,1,1
23235	13265476	199	8	1266	1,3,1,1,2
23249	13285800	199	8	1267	1,3,1,1,1,1
23264	13306144	199	8	1268	1,3,1,1,2
23278	13326500	199	8	1269	1,3,1,2,1
23294	13346888	199	8	1270	1,3,1,3
23308	13367276	199	8	1271	1,3,1,1,1,1
23323	13387684	199	8	1272	1,3,1,1,2
23337	13408104	199	8	1273	1,3,1,1,1,1
23354	13428552	199	8	1274	1,4,1,2
23368	13449004	199	8	1275	1,4,1,1,1
23383	13469476	199	8	1276	1,5,2
23397	13489960	199	8	1277	1,6,1
23417	13510508	199	8	1278	1,7
23431	13531024	199	8	1279	1,5,1,1
23446	13551560	199	8	1280	1,4,1,2
23460	13572108	199	8	1281	1,4,1,1,1
23477	13592684	199	8	1282	1,3,1,1,2
23491	13613264	199	8	1283	1,3,1,1,1,1
23506	13633864	199	8	1284	1,3,1,1,2
23520	13654476	199	8	1285	1,3,1,2,1
23536	13675120	199	8	1286	1,3,1,3
23550	13695764	199	8	1287	1,3,1,1,1,1
23565	13716428	199	8	1288	1,3,1,1,2
23579	13737104	199	8	1289	1,3,1,1,1,1
23596	13757808	199	8	1290	1,3,1,1,2
23610	13778516	199	8	1291	1,3,1,1,1,1
23625	13799244	199	8	1292	1,3,2,2
23639	13819984	199	8	1293	1,3,3,1
23656	13840764	199	8	1294	1,2,1,4
23670	13861536	199	8	1295	1,2,1,2,1,1
23685	13882328	199	8	1296	1,2,1,1,1,2
23699	13903132	199	8	1297	1,2,1,1,1,1,1
23716	13923964	199	8	1298	1,2,1,1,1,2
23730	13944800	199	8	1299	1,2,1,1,1,1,1
23745	13965656	199	8	1300	1,2,1,1,1,2
23759	13986524	199	8	1301	1,2,1,1,2,1
23775	14007424	199	8	1302	1,2,1,1,3
23789	14028324	199	8	1303	1,2,1,1,1,1,1
23804	14049244	199	8	1304	1,2,1,1,1,2
23818	14070176	199	8	1305	1,2,1,1,1,1,1
23835	14091136	199	8	1306	1,2,2,1,2
23849	14112100	199	8	1307	1,2,2,1,1,1
23864	14133084	199	8	1308	1,2,3,2
23878	14154080	199	8	1309	1,2,4,1
23896	14175120	199	8	1310	1,1,1,5
23910	14196148	199	8	1311	1,1,1,3,1,1
23925	14217196	199	8	1312	1,1,1,2,1,2
23939	14238256	199	8	1313	1,1,1,2,1,1,1
23956	14259344	199	8	1314	1,1,1,1,1,1,2
23970	14280436	199	8	1315	1,1,1,1,1,1,1,1
23985	14301548	199	8	1316	1,1,1,1,1,1,2
23999	14322672	199	8	1317	1,1,1,1,1,2,1
24015	14343828	199	8	1318	1,1,1,1,1,3
24029	14364984	199	8	1319	1,1,1,1,1,1,1,1
24044	14386160	199	8	1320	1,1,1,1,1,1,2
24058	14407348	199	8	1321	1,1,1,1,1,1,1,1
24075	14428564	199	8	1322	1,1,1,1,1,1,2
24089	14449784	199	8	1323	1,1,1,1,1,1,1,1
24104	14471024	199	8	1324	1,1,1,1,2,2
24118	14492276	199	8	1325	1,1,1,1,3,1
24135	14513568	199	8	1326	1,1,1,1,4
24149	14534852	199	8	1327	1,1,1,1,2,1,1
24164	14556156	199	8	1328	1,1,1,1,1,1,2
24178	14577472	199	8	1329	1,1,1,1,1,1,1,1
24195	14598816	199	8	1330	1,1,1,1,1,1,2
24209	14620164	199	8	1331	1,1,1,1,1,1,1,1
24224	14641532	199	8	1332	1,1,1,1,1,1,2
24238	14662912	199	8	1333	1,1,1,1,1,2,1
24254	14684324	199	8	1334	1,1,1,1,1,3
24268	14705736	199	8	1335	1,1,1,1,1,1,1,1
24283	14727168	199	8	1336	1,1,1,1,1,1,2
24297	14748612	199	8	1337	1,1,1,1,1,1,1,1
24314	14770084	199	8	1338	1,1,1,2,1,2
24328	14791560	199	8	1339	1,1,1,2,1,1,1
24343	14813056	199	8	1340	1,1,1,3,2
24357	14834564	199	8	1341	1,1,1,4,1
24377	14856124	199	8	1342	1,1,1,5
24391	14877664	199	8	1343	1,1,1,3,1,1
24406	14899224	199	8	1344	1,1,1,2,1,2
24420	14920796	199	8	1345	1,1,1,2,1,1,1
24437	14942396	199	8	1346	1,1,1,1,1,1,2
24451	14964000	199	8	1347	1,1,1,1,1,1,1,1
24466	14985624	199	8	1348	1,1,1,1,1,1,2
24480	15007260	199	8	1349	1,1,1,1,1,2,1
24496	15028928	199	8	1350	1,1,1,1,1,3
24510	15050596	199	8	1351	1,1,1,1,1,1,1,1
24525	15072284	199	8	1352	1,1,1,1,1,1,2
24539	15093984	199	8	1353	1,1,1,1,1,1,1,1
24556	15115712	199	8	1354	1,1,1,1,1,1,2
24570	15137444	199	8	1355	1,1,1,1,1,1,1,1
24585	15159196	199	8	1356	1,1,1,1,2,2
24599	15180960	199	8	1357	1,1,1,1,3,1
24616	15202764	199	8	1358	1,1,1,1,4
24630	15224560	199	8	1359	1,1,1,1,2,1,1
24645	15246376	199	8	1360	1,1,1,1,1,1,2
24659	15268204	199	8	1361	1,1,1,1,1,1,1,1
24676	15290060	199	8	1362	1,1,1,1,1,1,2
24690	15311920	199	8	1363	1,1,1,1,1,1,1,1
24705	15333800	199	8	1364	1,1,1,1,1,1,2
24719	15355692	199	8	1365	1,1,1,1,1,2,1
24735	15377616	199	8	1366	1,1,1,1,1,3
24749	15399540	199	8	1367	1,1,1,1,1,1,1,1
24764	15421484	199	8	1368	1,1,1,1,1,1,2
24778	15443440	199	8	1369	1,1,1,1,1,1,1,1
24795	15465424	199	8	1370	1,1,1,2,1,2
24809	15487412	199	8	1371	1,1,1,2,1,1,1
24824	15509420	199	8	1372	1,1,1,3,2
24838	15531440	199	8	1373	1,1,1,4,1
24856	15553504	199	8	1374	1,1,1,5
24870	15575556	199	8	1375	1,1,1,3,1,1
24885	15597628	199	8	1376	1,1,1,2,1,2
24899	15619712	199	8	1377	1,1,1,2,1,1,1
24916	15641824	199	8	1378	1,1,1,1,1,1,2
24930	15663940	199	8	1379	1,1,1,1,1,1,1,1
24945	15686076	199	8	1380	1,1,1,1,1,1,2
24959	15708224	199	8	1381	1,1,1,1,1,2,1
24975	15730404	199	8	1382	1,1,1,1,1,3
24989	15752584	199	8	1383	1,1,1,1,1,1,1,1
25004	15774784	199	8	1384	1,1,1,1,1,1,2
25018	15796996	199	8	1385	1,1,1,1,1,1,1,1
25035	15819236	199	8	1386	1,1,1,1,1,1,2
25049	15841480	199	8	1387	1,1,1,1,1,1,1,1
25064	15863744	199	8	1388	1,1,1,1,2,2
25078	15886020	199	8	1389	1,1,1,1,3,1
25095	15908336	199	8	1390	1,1,2,4
25109	15930644	199	8	1391	1,1,2,2,1,1
25124	15952972	199	8	1392	1,1,2,1,1,2
25138	15975312	199	8	1393	1,1,2,1,1,1,1
25155	15997680	199	8	1394	1,1,2,1,1,2
25169	16020052	199	8	1395	1,1,2,1,1,1,1
25184	16042444	199	8	1396	1,1,2,1,1,2
25198	16064848	199	8	1397	1,1,2,1,2,1
25214	16087284	199	8	1398	1,1,2,1,3
25228	16109720	199	8	1399	1,1,2,1,1,1,1
25243	16132176	199	8	1400	1,1,2,1,1,2
25257	16154644	199	8	1401	1,1,2,1,1,1,1
25274	16177140	199	8	1402	1,1,3,1,2
25288	16199640	199	8	1403	1,1,3,1,1,1
25303	16222160	199	8	1404	1,1,4,2
25317	16244692	199	8	1405	1,1,5,1
25336	16267280	199	8	1406	1,1,6
25350	16289844	199	8	1407	1,1,4,1,1
25365	16312428	199	8	1408	1,1,3,1,2
25379	16335024	199	8	1409	1,1,3,1,1,1
25396	16357648	199	8	1410	1,1,2,1,1,2
25410	16380276	199	8	1411	1,1,2,1,1,1,1
25425	16402924	199	8	1412	1,1,2,1,1,2
25439	16425584	199	8	1413	1,1,2,1,2,1
25455	16448276	199	8	1414	1,1,2,1,3
25469	16470968	199	8	1415	1,1,2,1,1,1,1
25484	16493680	199	8	1416	1,1,2,1,1,2
25498	16516404	199	8	1417	1,1,2,1,1,1,1
25515	16539156	199	8	1418	1,1,2,1,1,2
25529	16561912	199	8	1419	1,1,2,1,1,1,1
25544	16584688	199	8	1420	1,1,2,2,2
25558	16607476	199	8	1421	1,1,2,3,1
25575	16630304	199	8	1422	1,1,1,1,4
25589	16653124	199	8	1423	1,1,1,1,2,1,1
25604	16675964	199	8	1424	1,1,1,1,1,1,2
25618	16698816	199	8	1425	1,1,1,1,1,1,1,1
25635	16721696	199	8	1426	1,1,1,1,1,1,2
25649	16744580	199	8	1427	1,1,1,1,1,1,1,1
25664	16767484	199	8	1428	1,1,1,1,1,1,2
25678	16790400	199	8	1429	1,1,1,1,1,2,1
25694	16813348	199	8	1430	1,1,1,1,1,3
25708	16836296	199	8	1431	1,1,1,1,1,1,1,1
25723	16859264	199	8	1432	1,1,1,1,1,1,2
25737	16882244	199	8	1433	1,1,1,1,1,1,1,1
25754	16905252	199	8	1434	1,1,1,2,1,2
25768	16928264	199	8	1435	1,1,1,2,1,1,1
25783	16951296	199	8	1436	1,1,1,3,2
25797	16974340	199	8	1437	1,1,1,4,1
25815	16997428	199	8	1438	1,1,1,5
25829	17020504	199	8	1439	1,1,1,3,1,1
25844	17043600	199	8	1440	1,1,1,2,1,2
25858	17066708	199	8	1441	1,1,1,2,1,1,1
25875	17089844	199	8	1442	1,1,1,1,1,1,2
25889	17112984	199	8	1443	1,1,1,1,1,1,1,1
25904	17136144	199	8	1444	1,1,1,1,1,1,2
25918	17159316	199	8	1445	1,1,1,1,1,2,1
25934	17182520	199	8	1446	1,1,1,1,1,3
25948	17205724	199	8	1447	1,1,1,1,1,1,1,1
25963	17228948	199	8	1448	1,1,1,1,1,1,2
25977	17252184	199	8	1449	1,1,1,1,1,1,1,1
25994	17275448	199	8	1450	1,1,1,1,1,1,2
26008	17298716	199	8	1451	1,1,1,1,1,1,1,1
26023	17322004	199	8	1452	1,1,1,1,2,2
26037	17345304	199	8	1453	1,1,1,1,3,1
26054	17368644	199	8	1454	1,1,1,1,4
26068	17391976	199	8	1455	1,1,1,1,2,1,1
26083	17415328	199	8	1456	1,1,1,1,1,1,2
26097	17438692	199	8	1457	1,1,1,1,1,1,1,1
26114	17462084	199	8	1458	1,1,1,1,1,1,2
26128	17485480	199	8	1459	1,1,1,1,1,1,1,1
26143	17508896	199	8	1460	1,1,1,1,1,1,2
26157	17532324	199	8	1461	1,1,1,1,1,2,1
26173	17555784	199	8	1462	1,1,1,1,1,3
26187	17579244	199	8	1463	1,1,1,1,1,1,1,1
26202	17602724	199	8	1464	1,1,1,1,1,1,2
26216	17626216	199	8	1465	1,1,1,1,1,1,1,1
26233	17649736	199	8	1466	1,1,1,2,1,2
26247	17673260	199	8	1467	1,1,1,2,1,1,1
26262	17696804	199	8	1468	1,1,1,3,2
26276	17720360	199	8	1469	1,1,1,4,1
26296	17743968	199	8	1470	2,1,5
26310	17767556	199	8	1471	2,1,3,1,1
26325	17791164	199	8	1472	2,1,2,1,2
26339	17814784	199	8	1473	2,1,2,1,1,1
26356	17838432	199	8	1474	2,1,1,1,1,2
26370	17862084	199	8	1475	2,1,1,1,1,1,1
26385	17885756	199	8	1476	2,1,1,1,1,2
26399	17909440	199	8	1477	2,1,1,1,2,1
26415	17933156	199	8	1478	2,1,1,1,3
26429	17956872	199	8	1479	2,1,1,1,1,1,1
26444	17980608	199	8	1480	2,1,1,1,1,2
26458	18004356	199	8	1481	2,1,1,1,1,1,1
26475	18028132	199	8	1482	2,1,1,1,1,2
26489	18051912	199	8	1483	2,1,1,1,1,1,1
26504	18075712	199	8	1484	2,1,1,2,2
26518	18099524	199	8	1485	2,1,1,3,1
26535	18123376	199	8	1486	2,1,1,4
26549	18147220	199	8	1487	2,1,1,2,1,1
26564	18171084	199	8	1488	2,1,1,1,1,2
26578	18194960	199	8	1489	2,1,1,1,1,1,1
26595	18218864	199	8	1490	2,1,1,1,1,2
26609	18242772	199	8	1491	2,1,1,1,1,1,1
26624	18266700	199	8	1492	2,1,1,1,1,2
26638	18290640	199	8	1493	2,1,1,1,2,1
26654	18314612	199	8	1494	2,1,1,1,3
26668	18338584	199	8	1495	2,1,1,1,1,1,1
26683	18362576	199	8	1496	2,1,1,1,1,2
26697	18386580	199	8	1497	2,1,1,1,1,1,1
26714	18410612	199	8	1498	2,1,2,1,2
26728	18434648	199	8	1499	2,1,2,1,1,1
26743	18458704	199	8	1500	2,1,3,2
26757	18482772	199	8	1501	2,1,4,1
26775	18506884	199	8	1502	3,5
26789	18530984	199	8	1503	3,3,1,1
26804	18555104	199	8	1504	3,2,1,2
26818	18579236	199	8	1505	3,2,1,1,1
26835	18603396	199	8	1506	3,1,1,1,2
26849	18627560	199	8	1507	3,1,1,1,1,1
26864	18651744	199	8	1508	3,1,1,1,2
26878	18675940	199	8	1509	3,1,1,2,1
26894	18700168	199	8	1510	3,1,1,3
26908	18724396	199	8	1511	3,1,1,1,1,1
26923	18748644	199	8	1512	3,1,1,1,2
26937	18772904	199	8	1513	3,1,1,1,1,1
26954	18797192	199	8	1514	3,1,1,1,2
26968	18821484	199	8	1515	3,1,1,1,1,1
26983	18845796	199	8	1516	3,1,2,2
26997	18870120	199	8	1517	3,1,3,1
27014	18894484	199	8	1518	4,4
27028	18918840	199	8	1519	4,2,1,1
27043	18943216	199	8	1520	4,1,1,2
27057	18967604	199	8	1521	4,1,1,1,1
27074	18992020	199	8	1522	4,1,1,2
27088	19016440	199	8	1523	4,1,1,1,1
27103	19040880	199	8	1524	4,1,1,2
27117	19065332	199	8	1525	4,1,2,1
27133	19089816	199	8	1526	4,1,3
27147	19114300	199	8	1527	4,1,1,1,1
27162	19138804	199	8	1528	4,1,1,2
27176	19163320	199	8	1529	4,1,1,1,1
27193	19187864	199	8	1530	5,1,2
27207	19212412	199	8	1531	5,1,1,1
27222	19236980	199	8	1532	6,2
27236	19261560	199	8	1533	7,1
27257	19286208	198	9	1534	1,8
27271	19310820	198	9	1535	1,6,1,1
27286	19335452	198	9	1536	1,5,1,2
27300	19360096	198	9	1537	1,5,1,1,1
27317	19384768	198	9	1538	1,4,1,1,2
27331	19409444	198	9	1539	1,4,1,1,1,1
27346	19434140	198	9	1540	1,4,1,1,2
27360	19458848	198	9	1541	1,4,1,2,1
27376	19483588	198	9	1542	1,4,1,3
27390	19508328	198	9	1543	1,4,1,1,1,1
27405	19533088	198	9	1544	1,4,1,1,2
27419	19557860	198	9	1545	1,4,1,1,1,1
27436	19582660	198	9	1546	1,4,1,1,2
27450	19607464	198	9	1547	1,4,1,1,1,1
27465	19632288	198	9	1548	1,4,2,2
27479	19657124	198	9	1549	1,4,3,1
27496	19682000	198	9	1550	1,3,1,4
27510	19706868	198	9	1551	1,3,1,2,1,1
27525	19731756	198	9	1552	1,3,1,1,1,2
27539	19756656	198	9	1553	1,3,1,1,1,1,1
27556	19781584	198	9	1554	1,3,1,1,1,2
27570	19806516	198	9	1555	1,3,1,1,1,1,1
27585	19831468	198	9	1556	1,3,1,1,1,2
27599	19856432	198	9	1557	1,3,1,1,2,1
27615	19881428	198	9	1558	1,3,1,1,3
27629	19906424	198	9	1559	1,3,1,1,1,1,1
27644	19931440	198	9	1560	1,3,1,1,1,2
27658	19956468	198	9	1561	1,3,1,1,1,1,1
27675	19981524	198	9	1562	1,3,2,1,2
27689	20006584	198	9	1563	1,3,2,1,1,1
27704	20031664	198	9	1564	1,3,3,2
27718	20056756	198	9	1565	1,3,4,1
27736	20081892	198	9	1566	1,2,1,5
27750	20107016	198	9	1567	1,2,1,3,1,1
27765	20132160	198	9	1568	1,2,1,2,1,2
27779	20157316	198	9	1569	1,2,1,2,1,1,1
27796	20182500	198	9	1570	1,2,1,1,1,1,2
27810	20207688	198	9	1571	1,2,1,1,1,1,1,1
27825	20232896	198	9	1572	1,2,1,1,1,1,2
27839	20258116	198	9	1573	1,2,1,1,1,2,1
27855	20283368	198	9	1574	1,2,1,1,1,3
27869	20308620	198	9	1575	1,2,1,1,1,1,1,1
27884	20333892	198	9	1576	1,2,1,1,1,1,2
27898	20359176	198	9	1577	1,2,1,1,1,1,1,1
27915	20384488	198	9	1578	1,2,1,1,1,1,2
27929	20409804	198	9	1579	1,2,1,1,1,1,1,1
27944	20435140	198	9	1580	1,2,1,1,2,2
27958	20460488	198	9	1581	1,2,1,1,3,1
27975	20485876	198	9	1582	1,2,1,1,4
27989	20511256	198	9	1583	1,2,1,1,2,1,1
28004	20536656	198	9	1584	1,2,1,1,1,1,2
28018	20562068	198	9	1585	1,2,1,1,1,1,1,1
28035	20587508	198	9	1586	1,2,1,1,1,1,2
28049	20612952	198	9	1587	1,2,1,1,1,1,1,1
28064	20638416	198	9	1588	1,2,1,1,1,1,2
28078	20663892	198	9	1589	1,2,1,1,1,2,1
28094	20689400	198	9	1590	1,2,1,1,1,3
28108	20714908	198	9	1591	1,2,1,1,1,1,1,1
28123	20740436	198	9	1592	1,2,1,1,1,1,2
28137	20765976	198	9	1593	1,2,1,1,1,1,1,1
28154	20791544	198	9	1594	1,2,1,2,1,2
28168	20817116	198	9	1595	1,2,1,2,1,1,1
28183	20842708	198	9	1596	1,2,1,3,2
28197	20868312	198	9	1597	1,2,1,4,1
28217	20893968	198	9	1598	1,1,1,1,5
28231	20919604	198	9	1599	1,1,1,1,3,1,1
28246	20945260	198	9	1600	1,1,1,1,2,1,2
28260	20970928	198	9	1601	1,1,1,1,2,1,1,1
28277	20996624	198	9	1602	1,1,1,1,1,1,1,2
28291	21022324	198	9	1603	1,1,1,1,1,1,1,1,1
28306	21048044	198	9	1604	1,1,1,1,1,1,1,2
28320	21073776	198	9	1605	1,1,1,1,1,1,2,1
28336	21099540	198	9	1606	1,1,1,1,1,1,3
28350	21125304	198	9	1607	1,1,1,1,1,1,1,1,1
28365	21151088	198	9	1608	1,1,1,1,1,1,1,2
28379	21176884	198	9	1609	1,1,1,1,1,1,1,1,1
28396	21202708	198	9	1610	1,1,1,1,1,1,1,2
28410	21228536	198	9	1611	1,1,1,1,1,1,1,1,1
28425	21254384	198	9	1612	1,1,1,1,1,2,2
28439	21280244	198	9	1613	1,1,1,1,1,3,1
28456	21306144	198	9	1614	1,1,1,1,1,4
28470	21332036	198	9	1615	1,1,1,1,1,2,1,1
28485	21357948	198	9	1616	1,1,1,1,1,1,1,2
28499	21383872	198	9	1617	1,1,1,1,1,1,1,1,1
28516	21409824	198	9	1618	1,1,1,1,1,1,1,2
28530	21435780	198	9	1619	1,1,1,1,1,1,1,1,1
28545	21461756	198	9	1620	1,1,1,1,1,1,1,2
28559	21487744	198	9	1621	1,1,1,1,1,1,2,1
28575	21513764	198	9	1622	1,1,1,1,1,1,3
28589	21539784	198	9	1623	1,1,1,1,1,1,1,1,1
28604	21565824	198	9	1624	1,1,1,1,1,1,1,2
28618	21591876	198	9	1625	1,1,1,1,1,1,1,1,1
28635	21617956	198	9	1626	1,1,1,1,2,1,2
28649	21644040	198	9	1627	1,1,1,1,2,1,1,1
28664	21670144	198	9	1628	1,1,1,1,3,2
28678	21696260	198	9	1629	1,1,1,1,4,1
28696	21722420	198	9	1630	1,1,1,1,5
28710	21748568	198	9	1631	1,1,1,1,3,1,1
28725	21774736	198	9	1632	1,1,1,1,2,1,2
28739	21800916	198	9	1633	1,1,1,1,2,1,1,1
28756	21827124	198	9	1634	1,1,1,1,1,1,1,2
28770	21853336	198	9	1635	1,1,1,1,1,1,1,1,1
28785	21879568	198	9	1636	1,1,1,1,1,1,1,2
28799	21905812	198	9	1637	1,1,1,1,1,1,2,1
28815	21932088	198	9	1638	1,1,1,1,1,1,3
28829	21958364	198	9	1639	1,1,1,1,1,1,1,1,1
28844	21984660	198	9	1640	1,1,1,1,1,1,1,2
28858	22010968	198	9	1641	1,1,1,1,1,1,1,1,1
28875	22037304	198	9	1642	1,1,1,1,1,1,1,2
28889	22063644	198	9	1643	1,1,1,1,1,1,1,1,1
28904	22090004	198	9	1644	1,1,1,1,1,2,2
28918	22116376	198	9	1645	1,1,1,1,1,3,1
28935	22142788	198	9	1646	1,1,1,2,4
28949	22169192	198	9	1647	1,1,1,2,2,1,1
28964	22195616	198	9	1648	1,1,1,2,1,1,2
28978	22222052	198	9	1649	1,1,1,2,1,1,1,1
28995	22248516	198	9	1650	1,1,1,2,1,1,2
29009	22274984	198	9	1651	1,1,1,2,1,1,1,1
29024	22301472	198	9	1652	1,1,1,2,1,1,2
29038	22327972	198	9	1653	1,1,1,2,1,2,1
29054	22354504	198	9	1654	1,1,1,2,1,3
29068	22381036	198	9	1655	1,1,1,2,1,1,1,1
29083	22407588	198	9	1656	1,1,1,2,1,1,2
29097	22434152	198	9	1657	1,1,1,2,1,1,1,1
29114	22460744	198	9	1658	1,1,1,3,1,2
29128	22487340	198	9	1659	1,1,1,3,1,1,1
29143	22513956	198	9	1660	1,1,1,4,2
29157	22540584	198	9	1661	1,1,1,5,1
29176	22567268	198	9	1662	1,1,1,6
29190	22593928	198	9	1663	1,1,1,4,1,1
29205	22620608	198	9	1664	1,1,1,3,1,2
29219	22647300	198	9	1665	1,1,1,3,1,1,1
29236	22674020	198	9	1666	1,1,1,2,1,1,2
29250	22700744	198	9	1667	1,1,1,2,1,1,1,1
29265	22727488	198	9	1668	1,1,1,2,1,1,2
29279	22754244	198	9	1669	1,1,1,2,1,2,1
29295	22781032	198	9	1670	1,1,1,2,1,3
29309	22807820	198	9	1671	1,1,1,2,1,1,1,1
29324	22834628	198	9	1672	1,1,1,2,1,1,2
29338	22861448	198	9	1673	1,1,1,2,1,1,1,1
29355	22888296	198	9	1674	1,1,1,2,1,1,2
29369	22915148	198	9	1675	1,1,1,2,1,1,1,1
29384	22942020	198	9	1676	1,1,1,2,2,2
29398	22968904	198	9	1677	1,1,1,2,3,1
29415	22995828	198	9	1678	1,1,1,1,1,4
29429	23022744	198	9	1679	1,1,1,1,1,2,1,1
29444	23049680	198	9	1680	1,1,1,1,1,1,1,2
29458	23076628	198	9	1681	1,1,1,1,1,1,1,1,1
29475	23103604	198	9	1682	1,1,1,1,1,1,1,2
29489	23130584	198	9	1683	1,1,1,1,1,1,1,1,1
29504	23157584	198	9	1684	1,1,1,1,1,1,1,2
29518	23184596	198	9	1685	1,1,1,1,1,1,2,1
29534	23211640	198	9	1686	1,1,1,1,1,1,3
29548	23238684	198	9	1687	1,1,1,1,1,1,1,1,1
29563	23265748	198	9	1688	1,1,1,1,1,1,1,2
29577	23292824	198	9	1689	1,1,1,1,1,1,1,1,1
29594	23319928	198	9	1690	1,1,1,1,2,1,2
29608	23347036	198	9	1691	1,1,1,1,2,1,1,1
29623	23374164	198	9	1692	1,1,1,1,3,2
29637	23401304	198	9	1693	1,1,1,1,4,1
29655	23428488	198	9	1694	1,1,1,1,5
29669	23455660	198	9	1695	1,1,1,1,3,1,1
29684	23482852	198	9	1696	1,1,1,1,2,1,2
29698	23510056	198	9	1697	1,1,1,1,2,1,1,1
29715	23537288	198	9	1698	1,1,1,1,1,1,1,2
29729	23564524	198	9	1699	1,1,1,1,1,1,1,1,1
29744	23591780	198	9	1700	1,1,1,1,1,1,1,2
29758	23619048	198	9	1701	1,1,1,1,1,1,2,1
29774	23646348	198	9	1702	1,1,1,1,1,1,3
29788	23673648	198	9	1703	1,1,1,1,1,1,1,1,1
29803	23700968	198	9	1704	1,1,1,1,1,1,1,2
29817	23728300	198	9	1705	1,1,1,1,1,1,1,1,1
29834	23755660	198	9	1706	1,1,1,1,1,1,1,2
29848	23783024	198	9	1707	1,1,1,1,1,1,1,1,1
29863	23810408	198	9	1708	1,1,1,1,1,2,2
29877	23837804	198	9	1709	1,1,1,1,1,3,1
29894	23865240	198	9	1710	1,1,1,1,1,4
29908	23892668	198	9	1711	1,1,1,1,1,2,1,1
29923	23920116	198	9	1712	1,1,1,1,1,1,1,2
29937	23947576	198	9	1713	1,1,1,1,1,1,1,1,1
29954	23975064	198	9	1714	1,1,1,1,1,1,1,2
29968	24002556	198	9	1715	1,1,1,1,1,1,1,1,1
29983	24030068	198	9	1716	1,1,1,1,1,1,1,2
29997	24057592	198	9	1717	1,1,1,1,1,1,2,1
30013	24085148	198	9	1718	1,1,1,1,1,1,3
30027	24112704	198	9	1719	1,1,1,1,1,1,1,1,1
30042	24140280	198	9	1720	1,1,1,1,1,1,1,2
30056	24167868	198	9	1721	1,1,1,1,1,1,1,1,1
30073	24195484	198	9	1722	1,1,1,1,2,1,2
30087	24223104	198	9	1723	1,1,1,1,2,1,1,1
30102	24250744	198	9	1724	1,1,1,1,3,2
30116	24278396	198	9	1725	1,1,1,1,4,1
30136	24306100	198	9	1726	1,1,1,1,5
30150	24333784	198	9	1727	1,1,1,1,3,1,1
30165	24361488	198	9	1728	1,1,1,1,2,1,2
30179	24389204	198	9	1729	1,1,1,1,2,1,1,1
30196	24416948	198	9	1730	1,1,1,1,1,1,1,2
30210	24444696	198	9	1731	1,1,1,1,1,1,1,1,1
30225	24472464	198	9	1732	1,1,1,1,1,1,1,2
30239	24500244	198	9	1733	1,1,1,1,1,1,2,1
30255	24528056	198	9	1734	1,1,1,1,1,1,3
30269	24555868	198	9	1735	1,1,1,1,1,1,1,1,1
30284	24583700	198	9	1736	1,1,1,1,1,1,1,2
30298	24611544	198	9	1737	1,1,1,1,1,1,1,1,1
30315	24639416	198	9	1738	1,1,1,1,1,1,1,2
30329	24667292	198	9	1739	1,1,1,1,1,1,1,1,1
30344	24695188	198	9	1740	1,1,1,1,1,2,2
30358	24723096	198	9	1741	1,1,1,1,1,3,1
30375	24751044	198	9	1742	1,1,1,1,1,4
30389	24778984	198	9	1743	1,1,1,1,1,2,1,1
30404	24806944	198	9	1744	1,1,1,1,1,1,1,2
30418	24834916	198	9	1745	1,1,1,1,1,1,1,1,1
30435	24862916	198	9	1746	1,1,1,1,1,1,1,2
30449	24890920	198	9	1747	1,1,1,1,1,1,1,1,1
30464	24918944	198	9	1748	1,1,1,1,1,1,1,2
30478	24946980	198	9	1749	1,1,1,1,1,1,2,1
30494	24975048	198	9	1750	1,1,1,1,1,1,3
30508	25003116	198	9	1751	1,1,1,1,1,1,1,1,1
30523	25031204	198	9	1752	1,1,1,1,1,1,1,2
30537	25059304	198	9	1753	1,1,1,1,1,1,1,1,1
30554	25087432	198	9	1754	1,1,1,1,2,1,2
30568	25115564	198	9	1755	1,1,1,1,2,1,1,1
30583	25143716	198	9	1756	1,1,1,1,3,2
30597	25171880	198	9	1757	1,1,1,1,4,1
30615	25200088	198	9	1758	1,1,2,5
