ops	steps	M	K	N	zone
447965	7002580964	195	12	29581	2,1,1,1,1,2,3,1
447982	7003054352	195	12	29582	2,1,1,1,1,1,1,4
447996	7003527732	195	12	29583	2,1,1,1,1,1,1,2,1,1
448011	7004001132	195	12	29584	2,1,1,1,1,1,1,1,1,2
448025	7004474544	195	12	29585	2,1,1,1,1,1,1,1,1,1,1
448042	7004947984	195	12	29586	2,1,1,1,1,1,1,1,1,2
448056	7005421428	195	12	29587	2,1,1,1,1,1,1,1,1,1,1
448071	7005894892	195	12	29588	2,1,1,1,1,1,1,1,1,2
448085	7006368368	195	12	29589	2,1,1,1,1,1,1,1,2,1
448101	7006841876	195	12	29590	2,1,1,1,1,1,1,1,3
448115	7007315384	195	12	29591	2,1,1,1,1,1,1,1,1,1,1
448130	7007788912	195	12	29592	2,1,1,1,1,1,1,1,1,2
448144	7008262452	195	12	29593	2,1,1,1,1,1,1,1,1,1,1
448161	7008736020	195	12	29594	2,1,1,1,1,1,2,1,2
448175	7009209592	195	12	29595	2,1,1,1,1,1,2,1,1,1
448190	7009683184	195	12	29596	2,1,1,1,1,1,3,2
448204	7010156788	195	12	29597	2,1,1,1,1,1,4,1
448222	7010630436	195	12	29598	2,1,1,1,1,1,5
448236	7011104072	195	12	29599	2,1,1,1,1,1,3,1,1
448251	7011577728	195	12	29600	2,1,1,1,1,1,2,1,2
448265	7012051396	195	12	29601	2,1,1,1,1,1,2,1,1,1
448282	7012525092	195	12	29602	2,1,1,1,1,1,1,1,1,2
448296	7012998792	195	12	29603	2,1,1,1,1,1,1,1,1,1,1
448311	7013472512	195	12	29604	2,1,1,1,1,1,1,1,1,2
448325	7013946244	195	12	29605	2,1,1,1,1,1,1,1,2,1
448341	7014420008	195	12	29606	2,1,1,1,1,1,1,1,3
448355	7014893772	195	12	29607	2,1,1,1,1,1,1,1,1,1,1
448370	7015367556	195	12	29608	2,1,1,1,1,1,1,1,1,2
448384	7015841352	195	12	29609	2,1,1,1,1,1,1,1,1,1,1
448401	7016315176	195	12	29610	2,1,1,1,1,1,1,1,1,2
448415	7016789004	195	12	29611	2,1,1,1,1,1,1,1,1,1,1
448430	7017262852	195	12	29612	2,1,1,1,1,1,1,2,2
448444	7017736712	195	12	29613	2,1,1,1,1,1,1,3,1
448461	7018210612	195	12	29614	2,1,1,1,1,1,1,4
448475	7018684504	195	12	29615	2,1,1,1,1,1,1,2,1,1
448490	7019158416	195	12	29616	2,1,1,1,1,1,1,1,1,2
448504	7019632340	195	12	29617	2,1,1,1,1,1,1,1,1,1,1
448521	7020106292	195	12	29618	2,1,1,1,1,1,1,1,1,2
448535	7020580248	195	12	29619	2,1,1,1,1,1,1,1,1,1,1
448550	7021054224	195	12	29620	2,1,1,1,1,1,1,1,1,2
448564	7021528212	195	12	29621	2,1,1,1,1,1,1,1,2,1
448580	7022002232	195	12	29622	2,1,1,1,1,1,1,1,3
448594	7022476252	195	12	29623	2,1,1,1,1,1,1,1,1,1,1
448609	7022950292	195	12	29624	2,1,1,1,1,1,1,1,1,2
448623	7023424344	195	12	29625	2,1,1,1,1,1,1,1,1,1,1
448640	7023898424	195	12	29626	2,1,1,1,1,1,2,1,2
448654	7024372508	195	12	29627	2,1,1,1,1,1,2,1,1,1
448669	7024846612	195	12	29628	2,1,1,1,1,1,3,2
448683	7025320728	195	12	29629	2,1,1,1,1,1,4,1
448703	7025794896	195	12	29630	2,1,1,2,1,5
448717	7026269044	195	12	29631	2,1,1,2,1,3,1,1
448732	7026743212	195	12	29632	2,1,1,2,1,2,1,2
448746	7027217392	195	12	29633	2,1,1,2,1,2,1,1,1
448763	7027691600	195	12	29634	2,1,1,2,1,1,1,1,2
448777	7028165812	195	12	29635	2,1,1,2,1,1,1,1,1,1
448792	7028640044	195	12	29636	2,1,1,2,1,1,1,1,2
448806	7029114288	195	12	29637	2,1,1,2,1,1,1,2,1
448822	7029588564	195	12	29638	2,1,1,2,1,1,1,3
448836	7030062840	195	12	29639	2,1,1,2,1,1,1,1,1,1
448851	7030537136	195	12	29640	2,1,1,2,1,1,1,1,2
448865	7031011444	195	12	29641	2,1,1,2,1,1,1,1,1,1
448882	7031485780	195	12	29642	2,1,1,2,1,1,1,1,2
448896	7031960120	195	12	29643	2,1,1,2,1,1,1,1,1,1
448911	7032434480	195	12	29644	2,1,1,2,1,1,2,2
448925	7032908852	195	12	29645	2,1,1,2,1,1,3,1
448942	7033383264	195	12	29646	2,1,1,2,1,1,4
448956	7033857668	195	12	29647	2,1,1,2,1,1,2,1,1
448971	7034332092	195	12	29648	2,1,1,2,1,1,1,1,2
448985	7034806528	195	12	29649	2,1,1,2,1,1,1,1,1,1
449002	7035280992	195	12	29650	2,1,1,2,1,1,1,1,2
449016	7035755460	195	12	29651	2,1,1,2,1,1,1,1,1,1
449031	7036229948	195	12	29652	2,1,1,2,1,1,1,1,2
449045	7036704448	195	12	29653	2,1,1,2,1,1,1,2,1
449061	7037178980	195	12	29654	2,1,1,2,1,1,1,3
449075	7037653512	195	12	29655	2,1,1,2,1,1,1,1,1,1
449090	7038128064	195	12	29656	2,1,1,2,1,1,1,1,2
449104	7038602628	195	12	29657	2,1,1,2,1,1,1,1,1,1
449121	7039077220	195	12	29658	2,1,1,2,1,2,1,2
449135	7039551816	195	12	29659	2,1,1,2,1,2,1,1,1
449150	7040026432	195	12	29660	2,1,1,2,1,3,2
449164	7040501060	195	12	29661	2,1,1,2,1,4,1
449182	7040975732	195	12	29662	2,1,1,3,5
449196	7041450392	195	12	29663	2,1,1,3,3,1,1
449211	7041925072	195	12	29664	2,1,1,3,2,1,2
449225	7042399764	195	12	29665	2,1,1,3,2,1,1,1
449242	7042874484	195	12	29666	2,1,1,3,1,1,1,2
449256	7043349208	195	12	29667	2,1,1,3,1,1,1,1,1
449271	7043823952	195	12	29668	2,1,1,3,1,1,1,2
449285	7044298708	195	12	29669	2,1,1,3,1,1,2,1
449301	7044773496	195	12	29670	2,1,1,3,1,1,3
449315	7045248284	195	12	29671	2,1,1,3,1,1,1,1,1
449330	7045723092	195	12	29672	2,1,1,3,1,1,1,2
449344	7046197912	195	12	29673	2,1,1,3,1,1,1,1,1
449361	7046672760	195	12	29674	2,1,1,3,1,1,1,2
449375	7047147612	195	12	29675	2,1,1,3,1,1,1,1,1
449390	7047622484	195	12	29676	2,1,1,3,1,2,2
449404	7048097368	195	12	29677	2,1,1,3,1,3,1
449421	7048572292	195	12	29678	2,1,1,4,4
449435	7049047208	195	12	29679	2,1,1,4,2,1,1
449450	7049522144	195	12	29680	2,1,1,4,1,1,2
449464	7049997092	195	12	29681	2,1,1,4,1,1,1,1
449481	7050472068	195	12	29682	2,1,1,4,1,1,2
449495	7050947048	195	12	29683	2,1,1,4,1,1,1,1
449510	7051422048	195	12	29684	2,1,1,4,1,1,2
449524	7051897060	195	12	29685	2,1,1,4,1,2,1
449540	7052372104	195	12	29686	2,1,1,4,1,3
449554	7052847148	195	12	29687	2,1,1,4,1,1,1,1
449569	7053322212	195	12	29688	2,1,1,4,1,1,2
449583	7053797288	195	12	29689	2,1,1,4,1,1,1,1
449600	7054272392	195	12	29690	2,1,1,5,1,2
449614	7054747500	195	12	29691	2,1,1,5,1,1,1
449629	7055222628	195	12	29692	2,1,1,6,2
449643	7055697768	195	12	29693	2,1,1,7,1
449666	7056172984	195	12	29694	2,1,1,8
449680	7056648156	195	12	29695	2,1,1,6,1,1
449695	7057123348	195	12	29696	2,1,1,5,1,2
449709	7057598552	195	12	29697	2,1,1,5,1,1,1
449726	7058073784	195	12	29698	2,1,1,4,1,1,2
449740	7058549020	195	12	29699	2,1,1,4,1,1,1,1
449755	7059024276	195	12	29700	2,1,1,4,1,1,2
449769	7059499544	195	12	29701	2,1,1,4,1,2,1
449785	7059974844	195	12	29702	2,1,1,4,1,3
449799	7060450144	195	12	29703	2,1,1,4,1,1,1,1
449814	7060925464	195	12	29704	2,1,1,4,1,1,2
449828	7061400796	195	12	29705	2,1,1,4,1,1,1,1
449845	7061876156	195	12	29706	2,1,1,4,1,1,2
449859	7062351520	195	12	29707	2,1,1,4,1,1,1,1
449874	7062826904	195	12	29708	2,1,1,4,2,2
449888	7063302300	195	12	29709	2,1,1,4,3,1
449905	7063777736	195	12	29710	2,1,1,3,1,4
449919	7064253164	195	12	29711	2,1,1,3,1,2,1,1
449934	7064728612	195	12	29712	2,1,1,3,1,1,1,2
449948	7065204072	195	12	29713	2,1,1,3,1,1,1,1,1
449965	7065679560	195	12	29714	2,1,1,3,1,1,1,2
449979	7066155052	195	12	29715	2,1,1,3,1,1,1,1,1
449994	7066630564	195	12	29716	2,1,1,3,1,1,1,2
450008	7067106088	195	12	29717	2,1,1,3,1,1,2,1
450024	7067581644	195	12	29718	2,1,1,3,1,1,3
450038	7068057200	195	12	29719	2,1,1,3,1,1,1,1,1
450053	7068532776	195	12	29720	2,1,1,3,1,1,1,2
450067	7069008364	195	12	29721	2,1,1,3,1,1,1,1,1
450084	7069483980	195	12	29722	2,1,1,3,2,1,2
450098	7069959600	195	12	29723	2,1,1,3,2,1,1,1
450113	7070435240	195	12	29724	2,1,1,3,3,2
450127	7070910892	195	12	29725	2,1,1,3,4,1
450145	7071386588	195	12	29726	2,1,1,2,1,5
450159	7071862272	195	12	29727	2,1,1,2,1,3,1,1
450174	7072337976	195	12	29728	2,1,1,2,1,2,1,2
450188	7072813692	195	12	29729	2,1,1,2,1,2,1,1,1
450205	7073289436	195	12	29730	2,1,1,2,1,1,1,1,2
450219	7073765184	195	12	29731	2,1,1,2,1,1,1,1,1,1
450234	7074240952	195	12	29732	2,1,1,2,1,1,1,1,2
450248	7074716732	195	12	29733	2,1,1,2,1,1,1,2,1
450264	7075192544	195	12	29734	2,1,1,2,1,1,1,3
450278	7075668356	195	12	29735	2,1,1,2,1,1,1,1,1,1
450293	7076144188	195	12	29736	2,1,1,2,1,1,1,1,2
450307	7076620032	195	12	29737	2,1,1,2,1,1,1,1,1,1
450324	7077095904	195	12	29738	2,1,1,2,1,1,1,1,2
450338	7077571780	195	12	29739	2,1,1,2,1,1,1,1,1,1
450353	7078047676	195	12	29740	2,1,1,2,1,1,2,2
450367	7078523584	195	12	29741	2,1,1,2,1,1,3,1
450384	7078999532	195	12	29742	2,1,1,2,1,1,4
450398	7079475472	195	12	29743	2,1,1,2,1,1,2,1,1
450413	7079951432	195	12	29744	2,1,1,2,1,1,1,1,2
450427	7080427404	195	12	29745	2,1,1,2,1,1,1,1,1,1
450444	7080903404	195	12	29746	2,1,1,2,1,1,1,1,2
450458	7081379408	195	12	29747	2,1,1,2,1,1,1,1,1,1
450473	7081855432	195	12	29748	2,1,1,2,1,1,1,1,2
450487	7082331468	195	12	29749	2,1,1,2,1,1,1,2,1
450503	7082807536	195	12	29750	2,1,1,2,1,1,1,3
450517	7083283604	195	12	29751	2,1,1,2,1,1,1,1,1,1
450532	7083759692	195	12	29752	2,1,1,2,1,1,1,1,2
450546	7084235792	195	12	29753	2,1,1,2,1,1,1,1,1,1
450563	7084711920	195	12	29754	2,1,1,2,1,2,1,2
450577	7085188052	195	12	29755	2,1,1,2,1,2,1,1,1
450592	7085664204	195	12	29756	2,1,1,2,1,3,2
450606	7086140368	195	12	29757	2,1,1,2,1,4,1
450626	7086616584	195	12	29758	2,1,1,1,1,1,5
450640	7087092780	195	12	29759	2,1,1,1,1,1,3,1,1
450655	7087568996	195	12	29760	2,1,1,1,1,1,2,1,2
450669	7088045224	195	12	29761	2,1,1,1,1,1,2,1,1,1
450686	7088521480	195	12	29762	2,1,1,1,1,1,1,1,1,2
450700	7088997740	195	12	29763	2,1,1,1,1,1,1,1,1,1,1
450715	7089474020	195	12	29764	2,1,1,1,1,1,1,1,1,2
450729	7089950312	195	12	29765	2,1,1,1,1,1,1,1,2,1
450745	7090426636	195	12	29766	2,1,1,1,1,1,1,1,3
450759	7090902960	195	12	29767	2,1,1,1,1,1,1,1,1,1,1
450774	7091379304	195	12	29768	2,1,1,1,1,1,1,1,1,2
450788	7091855660	195	12	29769	2,1,1,1,1,1,1,1,1,1,1
450805	7092332044	195	12	29770	2,1,1,1,1,1,1,1,1,2
450819	7092808432	195	12	29771	2,1,1,1,1,1,1,1,1,1,1
450834	7093284840	195	12	29772	2,1,1,1,1,1,1,2,2
450848	7093761260	195	12	29773	2,1,1,1,1,1,1,3,1
450865	7094237720	195	12	29774	2,1,1,1,1,1,1,4
450879	7094714172	195	12	29775	2,1,1,1,1,1,1,2,1,1
450894	7095190644	195	12	29776	2,1,1,1,1,1,1,1,1,2
450908	7095667128	195	12	29777	2,1,1,1,1,1,1,1,1,1,1
450925	7096143640	195	12	29778	2,1,1,1,1,1,1,1,1,2
450939	7096620156	195	12	29779	2,1,1,1,1,1,1,1,1,1,1
450954	7097096692	195	12	29780	2,1,1,1,1,1,1,1,1,2
450968	7097573240	195	12	29781	2,1,1,1,1,1,1,1,2,1
450984	7098049820	195	12	29782	2,1,1,1,1,1,1,1,3
450998	7098526400	195	12	29783	2,1,1,1,1,1,1,1,1,1,1
451013	7099003000	195	12	29784	2,1,1,1,1,1,1,1,1,2
451027	7099479612	195	12	29785	2,1,1,1,1,1,1,1,1,1,1
451044	7099956252	195	12	29786	2,1,1,1,1,1,2,1,2
451058	7100432896	195	12	29787	2,1,1,1,1,1,2,1,1,1
451073	7100909560	195	12	29788	2,1,1,1,1,1,3,2
451087	7101386236	195	12	29789	2,1,1,1,1,1,4,1
451105	7101862956	195	12	29790	2,1,1,1,1,1,5
451119	7102339664	195	12	29791	2,1,1,1,1,1,3,1,1
451134	7102816392	195	12	29792	2,1,1,1,1,1,2,1,2
451148	7103293132	195	12	29793	2,1,1,1,1,1,2,1,1,1
451165	7103769900	195	12	29794	2,1,1,1,1,1,1,1,1,2
451179	7104246672	195	12	29795	2,1,1,1,1,1,1,1,1,1,1
451194	7104723464	195	12	29796	2,1,1,1,1,1,1,1,1,2
451208	7105200268	195	12	29797	2,1,1,1,1,1,1,1,2,1
451224	7105677104	195	12	29798	2,1,1,1,1,1,1,1,3
451238	7106153940	195	12	29799	2,1,1,1,1,1,1,1,1,1,1
451253	7106630796	195	12	29800	2,1,1,1,1,1,1,1,1,2
451267	7107107664	195	12	29801	2,1,1,1,1,1,1,1,1,1,1
451284	7107584560	195	12	29802	2,1,1,1,1,1,1,1,1,2
451298	7108061460	195	12	29803	2,1,1,1,1,1,1,1,1,1,1
451313	7108538380	195	12	29804	2,1,1,1,1,1,1,2,2
451327	7109015312	195	12	29805	2,1,1,1,1,1,1,3,1
451344	7109492284	195	12	29806	2,1,1,1,1,2,4
451358	7109969248	195	12	29807	2,1,1,1,1,2,2,1,1
451373	7110446232	195	12	29808	2,1,1,1,1,2,1,1,2
451387	7110923228	195	12	29809	2,1,1,1,1,2,1,1,1,1
451404	7111400252	195	12	29810	2,1,1,1,1,2,1,1,2
451418	7111877280	195	12	29811	2,1,1,1,1,2,1,1,1,1
451433	7112354328	195	12	29812	2,1,1,1,1,2,1,1,2
451447	7112831388	195	12	29813	2,1,1,1,1,2,1,2,1
451463	7113308480	195	12	29814	2,1,1,1,1,2,1,3
451477	7113785572	195	12	29815	2,1,1,1,1,2,1,1,1,1
451492	7114262684	195	12	29816	2,1,1,1,1,2,1,1,2
451506	7114739808	195	12	29817	2,1,1,1,1,2,1,1,1,1
451523	7115216960	195	12	29818	2,1,1,1,1,3,1,2
451537	7115694116	195	12	29819	2,1,1,1,1,3,1,1,1
451552	7116171292	195	12	29820	2,1,1,1,1,4,2
451566	7116648480	195	12	29821	2,1,1,1,1,5,1
451585	7117125724	195	12	29822	2,1,1,1,1,6
451599	7117602944	195	12	29823	2,1,1,1,1,4,1,1
451614	7118080184	195	12	29824	2,1,1,1,1,3,1,2
451628	7118557436	195	12	29825	2,1,1,1,1,3,1,1,1
451645	7119034716	195	12	29826	2,1,1,1,1,2,1,1,2
451659	7119512000	195	12	29827	2,1,1,1,1,2,1,1,1,1
451674	7119989304	195	12	29828	2,1,1,1,1,2,1,1,2
451688	7120466620	195	12	29829	2,1,1,1,1,2,1,2,1
451704	7120943968	195	12	29830	2,1,1,1,1,2,1,3
451718	7121421316	195	12	29831	2,1,1,1,1,2,1,1,1,1
451733	7121898684	195	12	29832	2,1,1,1,1,2,1,1,2
451747	7122376064	195	12	29833	2,1,1,1,1,2,1,1,1,1
451764	7122853472	195	12	29834	2,1,1,1,1,2,1,1,2
451778	7123330884	195	12	29835	2,1,1,1,1,2,1,1,1,1
451793	7123808316	195	12	29836	2,1,1,1,1,2,2,2
451807	7124285760	195	12	29837	2,1,1,1,1,2,3,1
451824	7124763244	195	12	29838	2,1,1,1,1,1,1,4
451838	7125240720	195	12	29839	2,1,1,1,1,1,1,2,1,1
451853	7125718216	195	12	29840	2,1,1,1,1,1,1,1,1,2
451867	7126195724	195	12	29841	2,1,1,1,1,1,1,1,1,1,1
451884	7126673260	195	12	29842	2,1,1,1,1,1,1,1,1,2
451898	7127150800	195	12	29843	2,1,1,1,1,1,1,1,1,1,1
451913	7127628360	195	12	29844	2,1,1,1,1,1,1,1,1,2
451927	7128105932	195	12	29845	2,1,1,1,1,1,1,1,2,1
451943	7128583536	195	12	29846	2,1,1,1,1,1,1,1,3
451957	7129061140	195	12	29847	2,1,1,1,1,1,1,1,1,1,1
451972	7129538764	195	12	29848	2,1,1,1,1,1,1,1,1,2
451986	7130016400	195	12	29849	2,1,1,1,1,1,1,1,1,1,1
452003	7130494064	195	12	29850	2,1,1,1,1,1,2,1,2
452017	7130971732	195	12	29851	2,1,1,1,1,1,2,1,1,1
452032	7131449420	195	12	29852	2,1,1,1,1,1,3,2
452046	7131927120	195	12	29853	2,1,1,1,1,1,4,1
452064	7132404864	195	12	29854	2,1,1,1,1,1,5
452078	7132882596	195	12	29855	2,1,1,1,1,1,3,1,1
452093	7133360348	195	12	29856	2,1,1,1,1,1,2,1,2
452107	7133838112	195	12	29857	2,1,1,1,1,1,2,1,1,1
452124	7134315904	195	12	29858	2,1,1,1,1,1,1,1,1,2
452138	7134793700	195	12	29859	2,1,1,1,1,1,1,1,1,1,1
452153	7135271516	195	12	29860	2,1,1,1,1,1,1,1,1,2
452167	7135749344	195	12	29861	2,1,1,1,1,1,1,1,2,1
452183	7136227204	195	12	29862	2,1,1,1,1,1,1,1,3
452197	7136705064	195	12	29863	2,1,1,1,1,1,1,1,1,1,1
452212	7137182944	195	12	29864	2,1,1,1,1,1,1,1,1,2
452226	7137660836	195	12	29865	2,1,1,1,1,1,1,1,1,1,1
452243	7138138756	195	12	29866	2,1,1,1,1,1,1,1,1,2
452257	7138616680	195	12	29867	2,1,1,1,1,1,1,1,1,1,1
452272	7139094624	195	12	29868	2,1,1,1,1,1,1,2,2
452286	7139572580	195	12	29869	2,1,1,1,1,1,1,3,1
452303	7140050576	195	12	29870	2,1,1,1,1,1,1,4
452317	7140528564	195	12	29871	2,1,1,1,1,1,1,2,1,1
452332	7141006572	195	12	29872	2,1,1,1,1,1,1,1,1,2
452346	7141484592	195	12	29873	2,1,1,1,1,1,1,1,1,1,1
452363	7141962640	195	12	29874	2,1,1,1,1,1,1,1,1,2
452377	7142440692	195	12	29875	2,1,1,1,1,1,1,1,1,1,1
452392	7142918764	195	12	29876	2,1,1,1,1,1,1,1,1,2
452406	7143396848	195	12	29877	2,1,1,1,1,1,1,1,2,1
452422	7143874964	195	12	29878	2,1,1,1,1,1,1,1,3
452436	7144353080	195	12	29879	2,1,1,1,1,1,1,1,1,1,1
452451	7144831216	195	12	29880	2,1,1,1,1,1,1,1,1,2
452465	7145309364	195	12	29881	2,1,1,1,1,1,1,1,1,1,1
452482	7145787540	195	12	29882	2,1,1,1,1,1,2,1,2
452496	7146265720	195	12	29883	2,1,1,1,1,1,2,1,1,1
452511	7146743920	195	12	29884	2,1,1,1,1,1,3,2
452525	7147222132	195	12	29885	2,1,1,1,1,1,4,1
452545	7147700396	195	12	29886	2,1,1,1,1,1,5
452559	7148178640	195	12	29887	2,1,1,1,1,1,3,1,1
452574	7148656904	195	12	29888	2,1,1,1,1,1,2,1,2
452588	7149135180	195	12	29889	2,1,1,1,1,1,2,1,1,1
452605	7149613484	195	12	29890	2,1,1,1,1,1,1,1,1,2
452619	7150091792	195	12	29891	2,1,1,1,1,1,1,1,1,1,1
452634	7150570120	195	12	29892	2,1,1,1,1,1,1,1,1,2
452648	7151048460	195	12	29893	2,1,1,1,1,1,1,1,2,1
452664	7151526832	195	12	29894	2,1,1,1,1,1,1,1,3
452678	7152005204	195	12	29895	2,1,1,1,1,1,1,1,1,1,1
452693	7152483596	195	12	29896	2,1,1,1,1,1,1,1,1,2
452707	7152962000	195	12	29897	2,1,1,1,1,1,1,1,1,1,1
452724	7153440432	195	12	29898	2,1,1,1,1,1,1,1,1,2
452738	7153918868	195	12	29899	2,1,1,1,1,1,1,1,1,1,1
452753	7154397324	195	12	29900	2,1,1,1,1,1,1,2,2
452767	7154875792	195	12	29901	2,1,1,1,1,1,1,3,1
452784	7155354300	195	12	29902	2,1,1,1,1,1,1,4
452798	7155832800	195	12	29903	2,1,1,1,1,1,1,2,1,1
452813	7156311320	195	12	29904	2,1,1,1,1,1,1,1,1,2
452827	7156789852	195	12	29905	2,1,1,1,1,1,1,1,1,1,1
452844	7157268412	195	12	29906	2,1,1,1,1,1,1,1,1,2
452858	7157746976	195	12	29907	2,1,1,1,1,1,1,1,1,1,1
452873	7158225560	195	12	29908	2,1,1,1,1,1,1,1,1,2
452887	7158704156	195	12	29909	2,1,1,1,1,1,1,1,2,1
452903	7159182784	195	12	29910	2,1,1,1,1,1,1,1,3
452917	7159661412	195	12	29911	2,1,1,1,1,1,1,1,1,1,1
452932	7160140060	195	12	29912	2,1,1,1,1,1,1,1,1,2
452946	7160618720	195	12	29913	2,1,1,1,1,1,1,1,1,1,1
452963	7161097408	195	12	29914	2,1,1,1,1,1,2,1,2
452977	7161576100	195	12	29915	2,1,1,1,1,1,2,1,1,1
452992	7162054812	195	12	29916	2,1,1,1,1,1,3,2
453006	7162533536	195	12	29917	2,1,1,1,1,1,4,1
453024	7163012304	195	12	29918	2,1,1,1,2,5
453038	7163491060	195	12	29919	2,1,1,1,2,3,1,1
453053	7163969836	195	12	29920	2,1,1,1,2,2,1,2
453067	7164448624	195	12	29921	2,1,1,1,2,2,1,1,1
453084	7164927440	195	12	29922	2,1,1,1,2,1,1,1,2
453098	7165406260	195	12	29923	2,1,1,1,2,1,1,1,1,1
453113	7165885100	195	12	29924	2,1,1,1,2,1,1,1,2
453127	7166363952	195	12	29925	2,1,1,1,2,1,1,2,1
453143	7166842836	195	12	29926	2,1,1,1,2,1,1,3
453157	7167321720	195	12	29927	2,1,1,1,2,1,1,1,1,1
453172	7167800624	195	12	29928	2,1,1,1,2,1,1,1,2
453186	7168279540	195	12	29929	2,1,1,1,2,1,1,1,1,1
453203	7168758484	195	12	29930	2,1,1,1,2,1,1,1,2
453217	7169237432	195	12	29931	2,1,1,1,2,1,1,1,1,1
453232	7169716400	195	12	29932	2,1,1,1,2,1,2,2
453246	7170195380	195	12	29933	2,1,1,1,2,1,3,1
453263	7170674400	195	12	29934	2,1,1,1,3,4
453277	7171153412	195	12	29935	2,1,1,1,3,2,1,1
453292	7171632444	195	12	29936	2,1,1,1,3,1,1,2
453306	7172111488	195	12	29937	2,1,1,1,3,1,1,1,1
453323	7172590560	195	12	29938	2,1,1,1,3,1,1,2
453337	7173069636	195	12	29939	2,1,1,1,3,1,1,1,1
453352	7173548732	195	12	29940	2,1,1,1,3,1,1,2
453366	7174027840	195	12	29941	2,1,1,1,3,1,2,1
453382	7174506980	195	12	29942	2,1,1,1,3,1,3
453396	7174986120	195	12	29943	2,1,1,1,3,1,1,1,1
453411	7175465280	195	12	29944	2,1,1,1,3,1,1,2
453425	7175944452	195	12	29945	2,1,1,1,3,1,1,1,1
453442	7176423652	195	12	29946	2,1,1,1,4,1,2
453456	7176902856	195	12	29947	2,1,1,1,4,1,1,1
453471	7177382080	195	12	29948	2,1,1,1,5,2
453485	7177861316	195	12	29949	2,1,1,1,6,1
453505	7178340616	195	12	29950	2,1,1,1,7
453519	7178819884	195	12	29951	2,1,1,1,5,1,1
453534	7179299172	195	12	29952	2,1,1,1,4,1,2
453548	7179778472	195	12	29953	2,1,1,1,4,1,1,1
453565	7180257800	195	12	29954	2,1,1,1,3,1,1,2
453579	7180737132	195	12	29955	2,1,1,1,3,1,1,1,1
453594	7181216484	195	12	29956	2,1,1,1,3,1,1,2
453608	7181695848	195	12	29957	2,1,1,1,3,1,2,1
453624	7182175244	195	12	29958	2,1,1,1,3,1,3
453638	7182654640	195	12	29959	2,1,1,1,3,1,1,1,1
453653	7183134056	195	12	29960	2,1,1,1,3,1,1,2
453667	7183613484	195	12	29961	2,1,1,1,3,1,1,1,1
453684	7184092940	195	12	29962	2,1,1,1,3,1,1,2
453698	7184572400	195	12	29963	2,1,1,1,3,1,1,1,1
453713	7185051880	195	12	29964	2,1,1,1,3,2,2
453727	7185531372	195	12	29965	2,1,1,1,3,3,1
453744	7186010904	195	12	29966	2,1,1,1,2,1,4
453758	7186490428	195	12	29967	2,1,1,1,2,1,2,1,1
453773	7186969972	195	12	29968	2,1,1,1,2,1,1,1,2
453787	7187449528	195	12	29969	2,1,1,1,2,1,1,1,1,1
453804	7187929112	195	12	29970	2,1,1,1,2,1,1,1,2
453818	7188408700	195	12	29971	2,1,1,1,2,1,1,1,1,1
453833	7188888308	195	12	29972	2,1,1,1,2,1,1,1,2
453847	7189367928	195	12	29973	2,1,1,1,2,1,1,2,1
453863	7189847580	195	12	29974	2,1,1,1,2,1,1,3
453877	7190327232	195	12	29975	2,1,1,1,2,1,1,1,1,1
453892	7190806904	195	12	29976	2,1,1,1,2,1,1,1,2
453906	7191286588	195	12	29977	2,1,1,1,2,1,1,1,1,1
453923	7191766300	195	12	29978	2,1,1,1,2,2,1,2
453937	7192246016	195	12	29979	2,1,1,1,2,2,1,1,1
453952	7192725752	195	12	29980	2,1,1,1,2,3,2
453966	7193205500	195	12	29981	2,1,1,1,2,4,1
453984	7193685292	195	12	29982	2,1,1,1,1,1,5
453998	7194165072	195	12	29983	2,1,1,1,1,1,3,1,1
454013	7194644872	195	12	29984	2,1,1,1,1,1,2,1,2
454027	7195124684	195	12	29985	2,1,1,1,1,1,2,1,1,1
454044	7195604524	195	12	29986	2,1,1,1,1,1,1,1,1,2
454058	7196084368	195	12	29987	2,1,1,1,1,1,1,1,1,1,1
454073	7196564232	195	12	29988	2,1,1,1,1,1,1,1,1,2
454087	7197044108	195	12	29989	2,1,1,1,1,1,1,1,2,1
454103	7197524016	195	12	29990	2,1,1,1,1,1,1,1,3
454117	7198003924	195	12	29991	2,1,1,1,1,1,1,1,1,1,1
454132	7198483852	195	12	29992	2,1,1,1,1,1,1,1,1,2
454146	7198963792	195	12	29993	2,1,1,1,1,1,1,1,1,1,1
454163	7199443760	195	12	29994	2,1,1,1,1,1,1,1,1,2
454177	7199923732	195	12	29995	2,1,1,1,1,1,1,1,1,1,1
454192	7200403724	195	12	29996	2,1,1,1,1,1,1,2,2
454206	7200883728	195	12	29997	2,1,1,1,1,1,1,3,1
454223	7201363772	195	12	29998	2,1,1,1,1,1,1,4
454237	7201843808	195	12	29999	2,1,1,1,1,1,1,2,1,1
454252	7202323864	195	12	30000	2,1,1,1,1,1,1,1,1,2
454266	7202803932	195	12	30001	2,1,1,1,1,1,1,1,1,1,1
454283	7203284028	195	12	30002	2,1,1,1,1,1,1,1,1,2
454297	7203764128	195	12	30003	2,1,1,1,1,1,1,1,1,1,1
454312	7204244248	195	12	30004	2,1,1,1,1,1,1,1,1,2
454326	7204724380	195	12	30005	2,1,1,1,1,1,1,1,2,1
